id,supermarket,category,name,price,reference_price,reference_unit,insert_date
252040,mercadona-es,carne,Nuggets de pavo Hacendado ultracongelados,2.6,6.5,kg,2020-07-21 16:06:00
252041,mercadona-es,carne,Jamoncitos de pollo congelados,2.35,2.35,kg,2020-07-21 16:06:00
252042,mercadona-es,carne,Alas de pollo congeladas,2.55,2.55,kg,2020-07-21 16:06:00
252043,mercadona-es,carne,Medallones preparado de solomillo cerdo congelados marinados,2.95,9.85,kg,2020-07-21 16:06:00
252044,mercadona-es,carne,Solomillo de pavo marinado congelado,1.91,5.45,kg,2020-07-21 16:06:00
252045,mercadona-es,carne,Cuartos traseros de pollo congelados,3.9,1.95,kg,2020-07-21 16:06:00
252046,mercadona-es,carne,Solomillo de cerdo marinado congelado,5.64,7.05,kg,2020-07-21 16:06:00
252047,mercadona-es,carne,Jamoncitos de pavo duplo congelados,1.98,2.95,kg,2020-07-21 16:06:00
252048,mercadona-es,carne,Yemas de gallina congeladas,1.25,5,kg,2020-07-21 16:06:00
252049,mercadona-es,carne,Entrecot de vacuno congelado,4.26,14.2,kg,2020-07-21 16:06:00
252050,mercadona-es,carne,Chuletas de cordero palo o riñonada congeladas,4.51,12.9,kg,2020-07-21 16:06:00
252051,mercadona-es,carne,Paletilla de lechal entera congelada,10.99,16.9,kg,2020-07-21 16:06:00
252052,mercadona-es,carne,Lomo de vacuno congelado,3.1,11.7,kg,2020-07-21 16:06:00
252053,mercadona-es,carne,Pierna de lechal entera congelada,7.09,10.9,kg,2020-07-21 16:06:00
252054,mercadona-es,carne,Medio solomillo de vacuno añojo congelado,23.37,20.5,kg,2020-07-21 16:06:00
252055,mercadona-es,carne,Rabo de vacuno añojo congelado,10.95,9.95,kg,2020-07-21 16:06:00
252056,mercadona-es,carne,Hamburguesa de vacuno congelada,1.76,9.78,kg,2020-07-21 16:06:00
252057,mercadona-es,carne,Hamburguesas de vacuno congeladas,2.35,9.79,kg,2020-07-21 16:06:00
252058,mercadona-es,carne,Chuletas cordero de lechal congeladas,6.2,15.9,kg,2020-07-21 16:06:00
252059,mercadona-es,carne,Medallones solomillo de vacuno añojo congelados,6.75,22.5,kg,2020-07-21 16:06:00
252060,mercadona-es,pescado,Filetes de panga ultracongelados,4.7,5.22,kg,2020-07-21 16:06:00
252061,mercadona-es,pescado,Filetes de merluza del cabo sin piel Hacendado ultracongelados,3.85,6.64,kg,2020-07-21 16:06:00
252062,mercadona-es,pescado,Rodaja de emperador Hacendado congelado,3.83,14.2,kg,2020-07-21 16:06:00
252063,mercadona-es,pescado,Lomos de atún aleta amarilla Escuris ultracongelados,2.68,9.94,kg,2020-07-21 16:06:00
252064,mercadona-es,pescado,Filetes de bacalao sin espinas Hacendado congelado,4.25,11.33,kg,2020-07-21 16:06:00
252065,mercadona-es,pescado,Medallones de merluza del cabo Hacendado ultracongelados,3.6,7.42,kg,2020-07-21 16:06:00
252066,mercadona-es,pescado,Filete de salmón rosado salvaje con piel Hacendado congelado,2.88,10.11,kg,2020-07-21 16:06:00
252067,mercadona-es,pescado,Rodajas de emperador pequeñas Hacendado ultracongeladas,8.75,9.72,kg,2020-07-21 16:06:00
252068,mercadona-es,pescado,Sepia limpia troceada Hacendado congelada,3.95,10.97,kg,2020-07-21 16:06:00
252069,mercadona-es,pescado,Calamar limpio troceado Hacendado congelado,3.95,8.32,kg,2020-07-21 16:06:00
252070,mercadona-es,pescado,Lomos y centros de merluza del cabo Hacendado ultracongelados,3.2,8,kg,2020-07-21 16:06:00
252071,mercadona-es,pescado,Anguriñas de surimi Pescanova ultracongeladas,2.19,8.42,kg,2020-07-21 16:06:00
252072,mercadona-es,pescado,Fritura de pescado Hacendado ultracongelada,4.49,7.48,kg,2020-07-21 16:06:00
252073,mercadona-es,pescado,Porciones de bacalao sin espinas y sin piel Hacendado congelado,5.98,9.97,kg,2020-07-21 16:06:00
252074,mercadona-es,pescado,Rodaja de potón del pacífico cocido Hacendado congelado,4.75,10,kg,2020-07-21 16:06:00
252075,mercadona-es,pescado,Rodaja de tintorera con piel Hacendado congelada,2.89,4.28,kg,2020-07-21 16:06:00
252076,mercadona-es,pescado,Porciones de merluza del cabo Hacendado ultracongeladas,3.8,7.6,kg,2020-07-21 16:06:00
252077,mercadona-es,pescado,Sepia limpia pequeña Hacendado congelada,3.95,10.97,kg,2020-07-21 16:06:00
252078,mercadona-es,pescado,Tacos de bacalao sin espinas Hacendado congelado,3.98,9.95,kg,2020-07-21 16:06:00
252079,mercadona-es,pescado,Cola de rape del cabo Hacendado congelada,7.98,15.95,kg,2020-07-21 16:06:00
252080,mercadona-es,pescado,Lomo de bacalao sin espinas Hacendado congelado,5.25,13.46,kg,2020-07-21 16:06:00
252081,mercadona-es,pescado,Tiras de potón del Pacífico Hacendado congeladas,3.5,8.75,kg,2020-07-21 16:06:00
252082,mercadona-es,pescado,Filetes de abadejo de Alaska sin piel Hacendado ultracongelados,4.95,5.82,kg,2020-07-21 16:06:00
252083,mercadona-es,pescado,Tinta de sepia Nortindal congelada,1.2,3.75,100 g,2020-07-21 16:06:00
252084,mercadona-es,pescado,Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados,7.25,7.47,kg,2020-07-21 16:06:00
252085,mercadona-es,pescado,Filete de fletán negro Hacendado congelado,4.2,14,kg,2020-07-21 16:06:00
252086,mercadona-es,pescado,Merluza del cabo sin cabeza Hacendado congelada,3.74,5.35,kg,2020-07-21 16:06:00
252087,mercadona-es,pescado,Anguriñas de surimi Pescanova ultracongeladas,3.99,7.67,kg,2020-07-21 16:06:00
252088,mercadona-es,pescado,Anillas de pota Argentina Hacendado congeladas,4.6,12.78,kg,2020-07-21 16:06:00
252089,mercadona-es,pescado,Pulpo crudo grande Hacendado congelado,16.84,12.95,kg,2020-07-21 16:06:00
252090,mercadona-es,pescado,Chipirón puntilla Hacendado congelado,3.75,8.33,kg,2020-07-21 16:06:00
252091,mercadona-es,pescado,Pulpo cocido troceado Profand congelado,6.95,24.39,kg,2020-07-21 16:06:00
252092,mercadona-es,pescado,Lenguado entero Hacendado ultracongelado,5.9,9.83,kg,2020-07-21 16:06:00
252093,mercadona-es,pescado,Lomos de salmón de Noruega sin piel y sin espinas Hacendado congelado,4.89,19.56,kg,2020-07-21 16:06:00
252094,mercadona-es,pescado,Migas de bacalao sin espinas y sin piel Hacendado congeladas,2.98,9.93,kg,2020-07-21 16:06:00
252095,mercadona-es,pescado,Rodajas de rape del cabo sin piel Mascato congeladas,6.75,22.5,kg,2020-07-21 16:06:00
252096,mercadona-es,pescado,Filetes de merluza Argentina sin piel Hacendado ultracongelados,5.95,6.13,kg,2020-07-21 16:06:00
252097,mercadona-es,pescado,Albóndigas de bacalao Camós congeladas,1.5,3.75,kg,2020-07-21 16:06:00
252098,mercadona-es,pescado,Aritos de surimi a la romana Pescanova ultracongelados,2.19,3.5,kg,2020-07-21 16:06:00
252099,mercadona-es,pescado,Merluza empanada pan fino Hacendado ultracongelada,2.85,5.59,kg,2020-07-21 16:06:00
252100,mercadona-es,pescado,Filetes de merluza al huevo Hacendado ultracongelados,3.95,6.58,kg,2020-07-21 16:06:00
252101,mercadona-es,pescado,Varitas de merluza empanadas Hacendado ultracongeladas,2.5,5,kg,2020-07-21 16:06:00
252102,mercadona-es,pescado,Empanadillas de atún Hacendado ultracongeladas,1.6,3.2,kg,2020-07-21 16:06:00
252103,mercadona-es,pescado,Rabas empanadas Hacendado ultracongeladas,3.3,6.6,kg,2020-07-21 16:06:00
252104,mercadona-es,pescado,Mini empanadillas de atún Hacendado ultracongeladas,1.7,3.4,kg,2020-07-21 16:06:00
252105,mercadona-es,pescado,Anillas a la romana Hacendado ultracongeladas,3.4,6.8,kg,2020-07-21 16:06:00
252106,mercadona-es,pescado,Palitos de merluza a la romana Hacendado ultracongelados,1.85,3.7,kg,2020-07-21 16:06:00
252107,mercadona-es,pescado,Figuritas de merluza empanadas Hacendado ultracongeladas,2.75,5.5,kg,2020-07-21 16:06:00
252108,mercadona-es,pescado,Croquetas de bacalao minis Camós congeladas,1.7,5.67,kg,2020-07-21 16:06:00
252109,mercadona-es,pescado,Nuggets de merluza Pescanova ultracongelados,1.99,6.03,kg,2020-07-21 16:06:00
252110,mercadona-es,pescado,Chipirones enharinados Hacendado ultracongelado,4.15,10.38,kg,2020-07-21 16:06:00
252111,mercadona-es,pescado,Langostino caballitos rebozados Hacendado ultracongelados,2.95,9.83,kg,2020-07-21 16:06:00
252112,mercadona-es,pescado,Filetes de boquerón en tempura Hacendado ultracongelado,2.95,7.38,kg,2020-07-21 16:06:00
252113,mercadona-es,pescado,Croquetas de merluza y gambas Preli ultracongeladas,1.5,4.29,kg,2020-07-21 16:06:00
252114,mercadona-es,pescado,Buñuelos de bacalao Fresno ultracongelados,1.75,5,kg,2020-07-21 16:06:00
252115,mercadona-es,pescado,Chanquitos enharinados Pescanova ultracongelados,1.65,8.92,kg,2020-07-21 16:06:00
252116,mercadona-es,marisco,Preparado de paella y sopa Hacendado ultracongelado,4.14,6.04,kg,2020-07-21 16:06:00
252117,mercadona-es,marisco,Tronquitos de surimi Pescanova ultracongelados,1.99,3.32,kg,2020-07-21 16:06:00
252118,mercadona-es,marisco,Muslitos de surimi Pescanova ultracongelados,2.15,4.78,kg,2020-07-21 16:06:00
252119,mercadona-es,marisco,Colas de gambón peladas Hacendado ultracongeladas,5.5,22,kg,2020-07-21 16:06:00
252120,mercadona-es,marisco,Carne de mejillón de Chile cocido Hacendado ultracongelado,2.2,8,kg,2020-07-21 16:06:00
252121,mercadona-es,marisco,Preparado paella de marisco Hacendado ultracongelado,3.9,7.65,kg,2020-07-21 16:06:00
252122,mercadona-es,marisco,Tronquitos de surimi Pescanova ultracongelados,3.85,3.21,kg,2020-07-21 16:06:00
252123,mercadona-es,marisco,Langostino cocido y pelado Pescanova ultracongelado,3.65,18.25,kg,2020-07-21 16:06:00
252124,mercadona-es,marisco,Gambón grande congelado,886.05,8.95,kg,2020-07-21 16:06:00
252125,mercadona-es,marisco,Gambón congelado,17.9,8.95,kg,2020-07-21 16:06:00
252126,mercadona-es,marisco,Alistado mediano congelado,2470.05,24.95,kg,2020-07-21 16:06:00
252127,mercadona-es,marisco,Alistado mediano Hacendado congelado,24.95,24.95,kg,2020-07-21 16:06:00
252128,mercadona-es,marisco,Caracoles precocidos Hacendado ultracongelados,2.09,5.97,kg,2020-07-21 16:06:00
252129,mercadona-es,marisco,Gamba pelada cruda tamaño mediano Hacendado ultracongelada,4.5,12.5,kg,2020-07-21 16:06:00
252130,mercadona-es,marisco,Langostino crudo y pelado Pescanova ultracongelado,3.25,16.25,kg,2020-07-21 16:06:00
252131,mercadona-es,marisco,Alistado pequeño congelado,1282.05,12.95,kg,2020-07-21 16:06:00
252132,mercadona-es,marisco,Alistado pequeño Hacendado congelado,12.95,12.95,kg,2020-07-21 16:06:00
252133,mercadona-es,marisco,Almeja entera Mascato,2.35,3.92,kg,2020-07-21 16:06:00
252134,mercadona-es,marisco,Langostino cocido Pescanova ultracongelado,9.75,9.75,kg,2020-07-21 16:06:00
252135,mercadona-es,marisco,Camarón boreal cocido y pelado Royal Greenland ultracongelado,3.95,19.75,kg,2020-07-21 16:06:00
252136,mercadona-es,marisco,Gamba blanca cocida Hacendado ultracongelada,5.3,15.14,kg,2020-07-21 16:06:00
252137,mercadona-es,marisco,Gamba pelada cruda tamaño grande Hacendado ultracongelada,5.95,16.53,kg,2020-07-21 16:06:00
252138,mercadona-es,marisco,Gamba arrocera congelada,1183.05,11.95,kg,2020-07-21 16:06:00
252139,mercadona-es,marisco,Gamba arrocera Hacendado congelada,11.95,11.95,kg,2020-07-21 16:06:00
252140,mercadona-es,marisco,Mejillón de Chile cocido media concha Hacendado ultracongelado,2.85,7.92,kg,2020-07-21 16:06:00
252141,mercadona-es,marisco,Langostino crudo ultracongelado,940.5,9.5,kg,2020-07-21 16:06:00
252142,mercadona-es,marisco,Langostino crudo Pescanova ultracongelado,9.25,9.25,kg,2020-07-21 16:06:00
252143,mercadona-es,marisco,Navaja cruda Hacendado congelada,3.5,7.78,kg,2020-07-21 16:06:00
252144,mercadona-es,marisco,Mejillón de Chile entero cocido Hacendado ultracongelado,2.6,5.78,kg,2020-07-21 16:06:00
252145,mercadona-es,marisco,Langostino en su nido Vdfoodltd congelado,4.5,15,kg,2020-07-21 16:06:00
252146,mercadona-es,marisco,Cuerpos chicos de cangrejo Dimarosa congelados,1381.05,13.95,kg,2020-07-21 16:06:00
252147,mercadona-es,marisco,Bocas chicas de cangrejos congeladas,1480.05,14.95,kg,2020-07-21 16:06:00
252148,mercadona-es,marisco,Nécora cocida Errigal Bay congelada,5.95,11.9,kg,2020-07-21 16:06:00
252149,mercadona-es,marisco,Almeja del Pacífico Hacendado congelada,2.95,2.95,kg,2020-07-21 16:06:00
252150,mercadona-es,marisco,Almeja del pacífico Hacendado congelada,1.8,4,kg,2020-07-21 16:06:00
252151,mercadona-es,marisco,Carne de almeja Hacendado ultracongelada,2.49,12.45,kg,2020-07-21 16:06:00
252152,mercadona-es,marisco,Cigala mediana Hacendado ultracongelada,7.95,15.9,kg,2020-07-21 16:06:00
252153,mercadona-es,marisco,Cigala grande Hacendado ultracongelada,11.95,23.9,kg,2020-07-21 16:06:00
252154,mercadona-es,marisco,Buey de mar cocido Hacendado congelado,7.25,12.08,kg,2020-07-21 16:06:00
252155,mercadona-es,pizzas,Pizzas tomate y queso Hacendado ultracongeladas,1.8,3.16,kg,2020-07-21 16:06:00
252156,mercadona-es,pizzas,Pizza 4 quesos rellena de gorgonzola Hacendado ultracongelada,2.99,5.54,kg,2020-07-21 16:06:00
252157,mercadona-es,pizzas,Pizza boloñesa Hacendado ultracongelada,2,5,kg,2020-07-21 16:06:00
252158,mercadona-es,pizzas,Pizza ibérica Hacendado ultracongelada,2,5.26,kg,2020-07-21 16:06:00
252159,mercadona-es,pizzas,Pizza reina Hacendado con crema de queso fresco,1.89,4.85,kg,2020-07-21 16:06:00
252160,mercadona-es,pizzas,Pizza campesina Hacendado ultracongelada,2,5.13,kg,2020-07-21 16:06:00
252161,mercadona-es,pizzas,Pizza mozzarella y pesto Hacendado ultracongelada,2,5,kg,2020-07-21 16:06:00
252162,mercadona-es,pizzas,Pizza salmón y gambas Hacendado ultracongelada,2,5.13,kg,2020-07-21 16:06:00
252163,mercadona-es,pizzas,Pizza masa fina 4 quesos Hacendado ultracongelada,2.29,5.87,kg,2020-07-21 16:06:00
252164,mercadona-es,pizzas,Pizza atún Hacendado ultracongelada,2,5.13,kg,2020-07-21 16:06:00
252165,mercadona-es,pizzas,Pizza estacione rellena de queso Hacendado ultracongelada,2.99,5.54,kg,2020-07-21 16:06:00
252166,mercadona-es,pizzas,Pizza masa fina jamón Hacendado ultracongelada,2.29,5.73,kg,2020-07-21 16:06:00
252167,mercadona-es,pizzas,Pizza americana rellena de cheddar Hacendado ultracongelada,2.99,5.54,kg,2020-07-21 16:06:00
252168,mercadona-es,pizzas,Pizza masa fina atún Hacendado ultracongelada,2.29,5.73,kg,2020-07-21 16:06:00
252169,mercadona-es,pizzas,Pizza jamón y queso sin gluten y sin lactosa Hacendado ultracongelada,2.99,7.12,kg,2020-07-21 16:06:00
252170,mercadona-es,pizzas,Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,2.99,7.29,kg,2020-07-21 16:06:00
252171,mercadona-es,pizzas,Pizza vegana con rúcula y tomate seco Hacendado congelada,2.95,7.38,kg,2020-07-21 16:06:00
252172,mercadona-es,pizzas,Pizza de espinacas Hacendado ultracongelada,2.3,5.81,kg,2020-07-21 16:06:00
252173,mercadona-es,pizzas,Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,1.75,4.17,kg,2020-07-21 16:06:00
252174,mercadona-es,pizzas,Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,3.5,8.75,kg,2020-07-21 16:06:00
252175,mercadona-es,tartas_y_churros,Tarta carrot cake Hacendado congelada,9,10,kg,2020-07-21 16:06:00
252176,mercadona-es,tartas_y_churros,Tarta red velvet Hacendado congelada,9,12.86,kg,2020-07-21 16:06:00
252177,mercadona-es,tartas_y_churros,Tarta dúo sabores Hacendado congelada,9,8.26,kg,2020-07-21 16:06:00
252178,mercadona-es,tartas_y_churros,Tarta bombón crujiente Hacendado congelada,7,8.75,kg,2020-07-21 16:06:00
252179,mercadona-es,tartas_y_churros,Tarta massini Hacendado congelada,9,11.39,kg,2020-07-21 16:06:00
252180,mercadona-es,tartas_y_churros,Tarta blanca Hacendado con relleno sabor a nata y cacao,7,13.33,kg,2020-07-21 16:06:00
252181,mercadona-es,tartas_y_churros,Tarta tres chocolates Hacendado congelada,8,9.09,kg,2020-07-21 16:06:00
252182,mercadona-es,tartas_y_churros,Mousse de queso Hacendado congelado,6.5,12.5,kg,2020-07-21 16:06:00
252183,mercadona-es,tartas_y_churros,Tarta de tiramisú Hacendado congelada,7,14,kg,2020-07-21 16:06:00
252184,mercadona-es,tartas_y_churros,Tarta de la abuela Hacendado congelada,7.5,9.09,kg,2020-07-21 16:06:00
252185,mercadona-es,tartas_y_churros,Tarta de la abuela Hacendado congelada,11.5,6.05,kg,2020-07-21 16:06:00
252186,mercadona-es,tartas_y_churros,Mousse de limón Hacendado congelado,8,9.94,kg,2020-07-21 16:06:00
252187,mercadona-es,tartas_y_churros,Tarta San Marcos Hacendado congelada,11,6.67,kg,2020-07-21 16:06:00
252188,mercadona-es,tartas_y_churros,Tarta selva negra Hacendado congelada,11.5,6.05,kg,2020-07-21 16:06:00
252189,mercadona-es,tartas_y_churros,Tarta de galleta 0 Hacendado congelada,7.5,22.06,kg,2020-07-21 16:06:00
252190,mercadona-es,tartas_y_churros,Tarta de galleta 1 Hacendado congelada,7.5,25.86,kg,2020-07-21 16:06:00
252191,mercadona-es,tartas_y_churros,Tarta de galleta 2 Hacendado congelada,7.5,21.43,kg,2020-07-21 16:06:00
252192,mercadona-es,tartas_y_churros,Tarta de galleta 3 Hacendado congelada,7.5,23.44,kg,2020-07-21 16:06:00
252193,mercadona-es,tartas_y_churros,Tarta de galleta 4 Hacendado congelada,7.5,23.08,kg,2020-07-21 16:06:00
252194,mercadona-es,tartas_y_churros,Tarta de galleta 5 Hacendado congelada,7.5,20.83,kg,2020-07-21 16:06:00
252195,mercadona-es,tartas_y_churros,Tarta de galleta 6/9 Hacendado congelada,7.5,21.43,kg,2020-07-21 16:06:00
252196,mercadona-es,tartas_y_churros,Tarta de galleta 7 Hacendado congelada,7.5,25,kg,2020-07-21 16:06:00
252197,mercadona-es,tartas_y_churros,Tarta de galleta 8 Hacendado congelada,7.5,21.43,kg,2020-07-21 16:06:00
252198,mercadona-es,tartas_y_churros,Tarta helada al caramelo,4.5,4.5,L,2020-07-21 16:06:00
252199,mercadona-es,tartas_y_churros,Trenza hojaldre de mantequilla Hacendado congelada,6.5,15.12,kg,2020-07-21 16:06:00
252200,mercadona-es,tartas_y_churros,Trufas de chocolate congeladas,3.3,16.18,kg,2020-07-21 16:06:00
252201,mercadona-es,tartas_y_churros,Lionesas de nata y trufa Hacendado congeladas,4,11.43,kg,2020-07-21 16:06:00
252202,mercadona-es,tartas_y_churros,Tarta infantil El Rey León congelada,7.5,10,kg,2020-07-21 16:06:00
252203,mercadona-es,tartas_y_churros,Tarta infantil El Rey León congelada,11,6.47,kg,2020-07-21 16:06:00
252204,mercadona-es,tartas_y_churros,Tarta infantil Minions congelada,7.5,10,kg,2020-07-21 16:06:00
252205,mercadona-es,tartas_y_churros,Tarta infantil Minions congelada,11,6.47,kg,2020-07-21 16:06:00
252206,mercadona-es,tartas_y_churros,Tarta infantil Frozen congelada,7.5,10,kg,2020-07-21 16:06:00
252207,mercadona-es,tartas_y_churros,Tarta infantil Frozen congelada,11,6.47,kg,2020-07-21 16:06:00
252208,mercadona-es,tartas_y_churros,Tarta infantil Peppa Pig congelada,7.5,10,kg,2020-07-21 16:06:00
252209,mercadona-es,tartas_y_churros,Tarta infantil Peppa Pig congelada,11,6.47,kg,2020-07-21 16:06:00
252210,mercadona-es,tartas_y_churros,Churros Hacendado ultracongelados,0.8,1.6,kg,2020-07-21 16:06:00
252211,mercadona-es,tartas_y_churros,Porras congeladas Hacendado,1.8,7.5,kg,2020-07-21 16:06:00
252212,mercadona-es,helados,Helado sándwich de nata Hacendado sin azúcares añadidos,2.2,2.75,L,2020-07-21 16:06:00
252213,mercadona-es,helados,Helado mini surtido Hacendado,2.25,3.29,L,2020-07-21 16:06:00
252214,mercadona-es,helados,Helado sándwich de nata Hacendado,1.5,1.88,L,2020-07-21 16:06:00
252215,mercadona-es,helados,Helado mini sándwich nata Hacendado,1.99,4.15,L,2020-07-21 16:06:00
252216,mercadona-es,helados,Helado mini cucurucho nata Hacendado,2.35,5.29,L,2020-07-21 16:06:00
252217,mercadona-es,helados,Helado cucurucho de vainilla Hacendado,1.5,2.08,L,2020-07-21 16:06:00
252218,mercadona-es,helados,Helado mini bombón Hacendado sin azúcares añadidos,2.65,5.81,L,2020-07-21 16:06:00
252219,mercadona-es,helados,Helado almendrado Hacendado,2.1,2.92,L,2020-07-21 16:06:00
252220,mercadona-es,helados,Helado mini cucurucho nata Hacendado sin azúcares añadidos,2.85,6.42,L,2020-07-21 16:06:00
252221,mercadona-es,helados,Helado mini bombón almendrado Hacendado,2,4.17,L,2020-07-21 16:06:00
252222,mercadona-es,helados,Helado cucurucho de nata,1.5,2.08,L,2020-07-21 16:06:00
252223,mercadona-es,helados,Helado sándwich super nata Hacendado,2.1,2.41,L,2020-07-21 16:06:00
252224,mercadona-es,helados,Helado cucurucho fresa nata,1.5,2.08,L,2020-07-21 16:06:00
252225,mercadona-es,helados,Helado mini nocciola Hacendado,2.35,4.9,L,2020-07-21 16:06:00
252226,mercadona-es,helados,Castañas heladas de nata Hacendado,1.65,5.16,L,2020-07-21 16:06:00
252227,mercadona-es,helados,Helado cucurucho choco nata Hacendado,1.5,2.08,L,2020-07-21 16:06:00
252228,mercadona-es,helados,Helado choco stick nata,1.85,3.4,L,2020-07-21 16:06:00
252229,mercadona-es,helados,Helado crocan choc vainilla Hacendado con lengua sabor chocolate,2,4.44,L,2020-07-21 16:06:00
252230,mercadona-es,helados,Helado mini chocolate Hacendado,2.35,4.9,L,2020-07-21 16:06:00
252231,mercadona-es,helados,Helado cucurucho vainilla caramelo con nueces pecán Hacendado,1.7,3.86,L,2020-07-21 16:06:00
252232,mercadona-es,helados,Helado negro Hacendado,2.4,3.33,L,2020-07-21 16:06:00
252233,mercadona-es,helados,"Helado espiral vainilla, naranja y fresa",1.75,3.33,L,2020-07-21 16:06:00
252234,mercadona-es,helados,Helado mini galletas cacao Hacendado,2.35,4.9,L,2020-07-21 16:06:00
252235,mercadona-es,helados,Helado cremoso de limón Hacendado sin azúcares añadidos,1.7,4.25,L,2020-07-21 16:06:00
252236,mercadona-es,helados,Medios cocos helados Hacendado,2.05,5.86,L,2020-07-21 16:06:00
252237,mercadona-es,helados,Helado blanco Hacendado,2.4,3.33,L,2020-07-21 16:06:00
252238,mercadona-es,helados,Helado con mango mochi Hacendado,2.65,12.27,L,2020-07-21 16:06:00
252239,mercadona-es,helados,Helado con coco mochi Hacendado,2.65,12.27,L,2020-07-21 16:06:00
252240,mercadona-es,helados,Helado cucurucho de chocolate Hacendado,2.5,3.21,L,2020-07-21 16:06:00
252241,mercadona-es,helados,Helado bombón de soja Bretona cobertura al chocolate,3.25,9.03,L,2020-07-21 16:06:00
252242,mercadona-es,helados,Crepes rellenos de chocolate Belga Hacendado ultracongelados,2.98,5.52,kg,2020-07-21 16:06:00
252243,mercadona-es,helados,Crepes Hacendado ultracongelados,2.25,5.63,kg,2020-07-21 16:06:00
252244,mercadona-es,helados,Helado mini sándwich vainilla y cookie Hacendado,2.5,4.9,L,2020-07-21 16:06:00
252245,mercadona-es,helados,Helado de horchata Hacendado,1.85,2.47,L,2020-07-21 16:06:00
252246,mercadona-es,helados,Flash popitos Hacendado,1,1,L,2020-07-21 16:06:00
252247,mercadona-es,helados,Helado de fresa Hacendado,1.65,2.2,L,2020-07-21 16:06:00
252248,mercadona-es,helados,Helado sabor chocolate Hacendado,1.5,2,L,2020-07-21 16:06:00
252249,mercadona-es,helados,Granizado de limón Hacendado sin azúcares añadidos,2.05,1.71,L,2020-07-21 16:06:00
252250,mercadona-es,helados,Mini helados Hacendado,1.3,4.81,L,2020-07-21 16:06:00
252251,mercadona-es,helados,Granizado de café Hacendado,2.3,1.92,L,2020-07-21 16:06:00
252252,mercadona-es,helados,Granizado de limón Hacendado,1.85,1.54,L,2020-07-21 16:06:00
252253,mercadona-es,helados,Helado de limón Hacendado,1.5,2,L,2020-07-21 16:06:00
252254,mercadona-es,helados,Helado lima limón Hacendado,1.87,2.83,L,2020-07-21 16:06:00
252255,mercadona-es,helados,Helado fresa Hacendado,1.87,2.83,L,2020-07-21 16:06:00
252256,mercadona-es,helados,Helado de naranja Hacendado,1.5,2,L,2020-07-21 16:06:00
252257,mercadona-es,helados,Helado frutas Hacendado,2,6.67,L,2020-07-21 16:06:00
252258,mercadona-es,helados,Granizado de horchata Hacendado,2.3,1.92,L,2020-07-21 16:06:00
252259,mercadona-es,helados,Granizado agua de cebada Hacendado,2.2,1.83,L,2020-07-21 16:06:00
252260,mercadona-es,helados,"Mini helado de sorbete Hipnotic Hacendado naranja, limón, piña y fresa",2.3,3.54,L,2020-07-21 16:06:00
252261,mercadona-es,helados,Helado de chocolate Hacendado,2.25,2.25,L,2020-07-21 16:06:00
252262,mercadona-es,helados,Helado de vainilla Hacendado,1.35,1.35,L,2020-07-21 16:06:00
252263,mercadona-es,helados,Helado de leche merengada Hacendado,1.95,1.95,L,2020-07-21 16:06:00
252264,mercadona-es,agua,Soda cero calorías Schweppes,0.75,3,L,2020-07-21 16:06:00
252265,mercadona-es,helados,Helado vainilla praliné con nueces pecán Hacendado,2.55,2.55,L,2020-07-21 16:06:00
252266,mercadona-es,helados,Helado chocolate y cookies Hacendado,2.29,4.58,L,2020-07-21 16:06:00
252267,mercadona-es,helados,Helado turrón Hacendado,2.5,5,L,2020-07-21 16:06:00
252268,mercadona-es,helados,Helado vainilla y nueces de macadamia Hacendado,2.29,4.58,L,2020-07-21 16:06:00
252269,mercadona-es,helados,Helado capuccino Hacendado,2.35,2.35,L,2020-07-21 16:06:00
252270,mercadona-es,helados,Helado tarta de queso Hacendado con fresas,2.29,4.58,L,2020-07-21 16:06:00
252271,mercadona-es,helados,Helado stracciatella Hacendado,2.35,2.35,L,2020-07-21 16:06:00
252272,mercadona-es,helados,Helado dulce de leche y sirope de caramelo Hacendado,2.29,4.58,L,2020-07-21 16:06:00
252273,mercadona-es,helados,Helado sabor huevo de chocolate Hacendado,2.55,2.55,L,2020-07-21 16:06:00
252274,mercadona-es,helados,Helado chocolate blanco Hacendado,2.3,4.6,L,2020-07-21 16:06:00
252275,mercadona-es,helados,Helado nata montada Hacendado,1.29,2.58,L,2020-07-21 16:06:00
252276,mercadona-es,helados,Helado menta choco con trocitos sabor chocolate Hacendado,2.49,4.98,L,2020-07-21 16:06:00
252277,mercadona-es,helados,Helado de nata y galleta cacao Hacendado,2.45,2.45,L,2020-07-21 16:06:00
252278,mercadona-es,helados,Sorbete con mango Hacendado,2.75,2.75,L,2020-07-21 16:06:00
252279,mercadona-es,helados,Helado de fresa con trozos de fresa Hacendado,2.35,2.61,L,2020-07-21 16:06:00
252280,mercadona-es,helados,Sorbete con limón Hacendado,1.85,1.85,L,2020-07-21 16:06:00
252281,mercadona-es,helados,Helado tutti frutti Hacendado,2.15,2.15,L,2020-07-21 16:06:00
252282,mercadona-es,helados,Helado vegetal de soja sabor mango con frambuesa,3.9,3.9,L,2020-07-21 16:06:00
