id,supermarket,category,name,price,reference_price,reference_unit,insert_date
248789,mercadona-es,fruta,Banana,0.26,1.29,kg,2020-07-21 16:06:00
248790,mercadona-es,fruta,Plátano,0.34,1.99,kg,2020-07-21 16:06:00
248791,mercadona-es,fruta,Plátano macho,0.58,1.95,kg,2020-07-21 16:06:00
248792,mercadona-es,fruta,Uva blanca sin semillas,2.84,3.79,kg,2020-07-21 16:06:00
248793,mercadona-es,fruta,Uva negra sin semillas,2.99,3.99,kg,2020-07-21 16:06:00
248794,mercadona-es,fruta,Uva sabores sin semillas,2.39,5.98,kg,2020-07-21 16:06:00
248795,mercadona-es,fruta,Uva roja sin semillas,2.99,3.99,kg,2020-07-21 16:06:00
248796,mercadona-es,fruta,Manzana golden,0.33,1.59,kg,2020-07-21 16:06:00
248797,mercadona-es,fruta,Manzanas golden,1.94,1.29,kg,2020-07-21 16:06:00
248798,mercadona-es,fruta,Pera conferencia,0.38,1.99,kg,2020-07-21 16:06:00
248799,mercadona-es,fruta,Peras conferencia,2.69,1.79,kg,2020-07-21 16:06:00
248800,mercadona-es,fruta,Manzana granny smith,0.45,1.79,kg,2020-07-21 16:06:00
248801,mercadona-es,fruta,1/4 Sandía,1.27,0.69,kg,2020-07-21 16:06:00
248802,mercadona-es,fruta,Media sandía,2.35,0.69,kg,2020-07-21 16:06:00
248803,mercadona-es,fruta,Sandía,3.74,0.55,kg,2020-07-21 16:06:00
248804,mercadona-es,fruta,Medio melón piel de sapo,2.06,1.13,kg,2020-07-21 16:06:00
248805,mercadona-es,fruta,Melón piel de sapo,3.12,0.89,kg,2020-07-21 16:06:00
248806,mercadona-es,fruta,Medio melón Galia,1.66,1.93,kg,2020-07-21 16:06:00
248807,mercadona-es,fruta,Melón Galia,2.75,1.69,kg,2020-07-21 16:06:00
248808,mercadona-es,fruta,Limones,2.29,2.29,kg,2020-07-21 16:06:00
248809,mercadona-es,fruta,Limón,0.52,2.49,kg,2020-07-21 16:06:00
248810,mercadona-es,fruta,Naranja,0.41,1.59,kg,2020-07-21 16:06:00
248811,mercadona-es,fruta,Naranjas,3.79,1.26,kg,2020-07-21 16:06:00
248812,mercadona-es,fruta,Pomelo,0.81,2.19,kg,2020-07-21 16:06:00
248813,mercadona-es,fruta,Limas,1.6,3.99,kg,2020-07-21 16:06:00
248814,mercadona-es,fruta,Kiwis amarillos,2.9,5.79,kg,2020-07-21 16:06:00
248815,mercadona-es,fruta,Kiwi verde,0.42,3.85,kg,2020-07-21 16:06:00
248816,mercadona-es,fruta,Kiwis verdes,3.59,3.59,kg,2020-07-21 16:06:00
248817,mercadona-es,fruta,Aguacate,1.28,3.99,kg,2020-07-21 16:06:00
248818,mercadona-es,fruta,Aguacates,2.08,3.79,kg,2020-07-21 16:06:00
248819,mercadona-es,fruta,Piña,2.5,1.19,kg,2020-07-21 16:06:00
248820,mercadona-es,fruta,Media piña,1.39,1.39,kg,2020-07-21 16:06:00
248821,mercadona-es,fruta,Guacamole Hacendado,3.29,6.58,kg,2020-07-21 16:06:00
248822,mercadona-es,fruta,Guacamole Hacendado,1.59,7.95,kg,2020-07-21 16:06:00
248823,mercadona-es,fruta,Mango,1.48,2.85,kg,2020-07-21 16:06:00
248824,mercadona-es,fruta,Piña natural a rodajas,2.55,5.1,kg,2020-07-21 16:06:00
248825,mercadona-es,fruta,Papaya,6.15,4.49,kg,2020-07-21 16:06:00
248826,mercadona-es,fruta,Media papaya,3.24,4.69,kg,2020-07-21 16:06:00
248827,mercadona-es,fruta,Coco troceado,1.69,14.08,kg,2020-07-21 16:06:00
248828,mercadona-es,fruta,Nectarina,0.48,2.2,kg,2020-07-21 16:06:00
248829,mercadona-es,fruta,Fresas,2.29,5.73,kg,2020-07-21 16:06:00
248830,mercadona-es,fruta,Ciruela roja,0.52,2.89,kg,2020-07-21 16:06:00
248831,mercadona-es,fruta,Frambuesas,2.29,13.47,kg,2020-07-21 16:06:00
248832,mercadona-es,fruta,Ciruela amarilla,0.46,2.89,kg,2020-07-21 16:06:00
248833,mercadona-es,fruta,Moras,1.99,15.92,kg,2020-07-21 16:06:00
248834,mercadona-es,fruta,Arándanos,2.59,11.51,kg,2020-07-21 16:06:00
248835,mercadona-es,fruta,Melocotones amarillos mini,3.45,2.3,kg,2020-07-21 16:06:00
248836,mercadona-es,fruta,Melocotón amarillo,0.64,2.65,kg,2020-07-21 16:06:00
248837,mercadona-es,fruta,Paraguayo,0.37,2.5,kg,2020-07-21 16:06:00
248838,mercadona-es,fruta,Ciruelas rojas mini,1.28,2.55,kg,2020-07-21 16:06:00
248839,mercadona-es,fruta,Ciruelas amarilla mini,1.5,2.55,kg,2020-07-21 16:06:00
248840,mercadona-es,lechuga_y_ensalada_preparada,Lechuga iceberg,0.85,0.85,ud,2020-07-21 16:06:00
248841,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla 4 estaciones,0.6,2.4,kg,2020-07-21 16:06:00
248842,mercadona-es,lechuga_y_ensalada_preparada,Lechugas corazón romana,1.6,0.8,ud,2020-07-21 16:06:00
248843,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla brotes tiernos,0.99,9.9,kg,2020-07-21 16:06:00
248844,mercadona-es,lechuga_y_ensalada_preparada,Canónigos base para ensalada,1.19,9.52,kg,2020-07-21 16:06:00
248845,mercadona-es,lechuga_y_ensalada_preparada,Lechuga iceberg base para ensalada,0.87,3.48,kg,2020-07-21 16:06:00
248846,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla gourmet,0.99,5.66,kg,2020-07-21 16:06:00
248847,mercadona-es,lechuga_y_ensalada_preparada,Cogollos de lechuga,1,0.33,ud,2020-07-21 16:06:00
248848,mercadona-es,lechuga_y_ensalada_preparada,Lechuga corazón romana,1.1,1.1,ud,2020-07-21 16:06:00
248849,mercadona-es,lechuga_y_ensalada_preparada,Endibias,1.42,2.84,kg,2020-07-21 16:06:00
248850,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla brotes tiernos maxi,1.7,9.71,kg,2020-07-21 16:06:00
248851,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla gourmet maxi,1.65,5.5,kg,2020-07-21 16:06:00
248852,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla tierna,1.15,7.67,kg,2020-07-21 16:06:00
248853,mercadona-es,lechuga_y_ensalada_preparada,Rúcula base para ensalada,1,20,kg,2020-07-21 16:06:00
248854,mercadona-es,lechuga_y_ensalada_preparada,Cogollos corazón de lechuga,1.85,0.31,ud,2020-07-21 16:06:00
248855,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla primavera,1,5,kg,2020-07-21 16:06:00
248856,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla dúo canónigos y rúcula,1.35,13.5,kg,2020-07-21 16:06:00
248857,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mezcla fresca,0.9,4.5,kg,2020-07-21 16:06:00
248858,mercadona-es,lechuga_y_ensalada_preparada,Lechuga hoja roble,1.2,1.2,ud,2020-07-21 16:06:00
248859,mercadona-es,lechuga_y_ensalada_preparada,Escarola rizada base para ensalada,1.15,7.67,kg,2020-07-21 16:06:00
248860,mercadona-es,lechuga_y_ensalada_preparada,Escarola rizada,1.45,1.45,ud,2020-07-21 16:06:00
248861,mercadona-es,lechuga_y_ensalada_preparada,Espinaca baby base para ensalada,1.19,11.9,kg,2020-07-21 16:06:00
248862,mercadona-es,lechuga_y_ensalada_preparada,Lechuga romana cortada,1.1,5.5,kg,2020-07-21 16:06:00
248863,mercadona-es,lechuga_y_ensalada_preparada,Ensalada César,1.99,9.48,kg,2020-07-21 16:06:00
248864,mercadona-es,lechuga_y_ensalada_preparada,Ensalada California,2.19,11.41,kg,2020-07-21 16:06:00
248865,mercadona-es,lechuga_y_ensalada_preparada,Wraps Texas,2.6,8.67,kg,2020-07-21 16:06:00
248866,mercadona-es,lechuga_y_ensalada_preparada,Ensalada ensalight,2.4,10.43,kg,2020-07-21 16:06:00
248867,mercadona-es,lechuga_y_ensalada_preparada,Ensalada de la casa,1.79,4.48,kg,2020-07-21 16:06:00
248868,mercadona-es,lechuga_y_ensalada_preparada,Ensalada mil islas,2.35,7.12,kg,2020-07-21 16:06:00
248869,mercadona-es,lechuga_y_ensalada_preparada,Ensalada ensatún,2.4,9.6,kg,2020-07-21 16:06:00
248870,mercadona-es,lechuga_y_ensalada_preparada,Ensalada jamón,2.4,11.16,kg,2020-07-21 16:06:00
248871,mercadona-es,lechuga_y_ensalada_preparada,Ensalada de pasta,2.4,9.6,kg,2020-07-21 16:06:00
248872,mercadona-es,verdura,Patata,0.4,1.55,kg,2020-07-21 16:06:00
248873,mercadona-es,verdura,Patatas,4.21,1.4,kg,2020-07-21 16:06:00
248874,mercadona-es,verdura,Patatas rojas,2.49,1.25,kg,2020-07-21 16:06:00
248875,mercadona-es,verdura,Patatas,4.99,1,kg,2020-07-21 16:06:00
248876,mercadona-es,verdura,Patatas guarnición,1.8,1.8,kg,2020-07-21 16:06:00
248877,mercadona-es,verdura,Batata,1.01,2.4,kg,2020-07-21 16:06:00
248878,mercadona-es,verdura,Cebollas tiernas,1.25,0.42,ud,2020-07-21 16:06:00
248879,mercadona-es,verdura,Cebollas nuevas,1.7,0.85,kg,2020-07-21 16:06:00
248880,mercadona-es,verdura,Cebollas,1.3,1.3,kg,2020-07-21 16:06:00
248881,mercadona-es,verdura,Ajos morados,1.3,5.2,kg,2020-07-21 16:06:00
248882,mercadona-es,verdura,Cebollas dulces,1.99,1.99,kg,2020-07-21 16:06:00
248883,mercadona-es,verdura,Ajos morados,1.95,4.88,kg,2020-07-21 16:06:00
248884,mercadona-es,verdura,Cebollas rojas,1.15,2.3,kg,2020-07-21 16:06:00
248885,mercadona-es,verdura,Yuca,1.35,2.25,kg,2020-07-21 16:06:00
248886,mercadona-es,verdura,Ajo negro dientes pelados,3.99,46.94,kg,2020-07-21 16:06:00
248887,mercadona-es,verdura,Chalotas,1.25,5,kg,2020-07-21 16:06:00
248888,mercadona-es,verdura,Picada de ajo y Perejil,1.39,13.9,kg,2020-07-21 16:06:00
248889,mercadona-es,verdura,Tomate ensalada,0.39,1.79,kg,2020-07-21 16:06:00
248890,mercadona-es,verdura,Tomate canario,0.28,1.39,kg,2020-07-21 16:06:00
248891,mercadona-es,verdura,Tomate pera,0.29,1.59,kg,2020-07-21 16:06:00
248892,mercadona-es,verdura,Tomates mini kumato,1.39,4.63,kg,2020-07-21 16:06:00
248893,mercadona-es,verdura,Tomates cherry,1.49,2.98,kg,2020-07-21 16:06:00
248894,mercadona-es,verdura,Tomates cherry en rama Dulcita,1.99,9.95,kg,2020-07-21 16:06:00
248895,mercadona-es,verdura,Tomates pera,1.55,1.55,kg,2020-07-21 16:06:00
248896,mercadona-es,verdura,Tomates kumato,1.99,1.99,kg,2020-07-21 16:06:00
248897,mercadona-es,verdura,Tomates,2.6,1.3,kg,2020-07-21 16:06:00
248898,mercadona-es,verdura,Tomate kumato negro,0.29,2.39,kg,2020-07-21 16:06:00
248899,mercadona-es,verdura,Tomate rallado Bonnysa,1.29,4.45,kg,2020-07-21 16:06:00
248900,mercadona-es,verdura,Tomate seco,1.79,22.38,kg,2020-07-21 16:06:00
248901,mercadona-es,verdura,Tomates en rama,1.72,1.79,kg,2020-07-21 16:06:00
248902,mercadona-es,verdura,Tomate valenciano,1.22,3.49,kg,2020-07-21 16:06:00
248903,mercadona-es,verdura,Zanahorias,0.69,0.69,kg,2020-07-21 16:06:00
248904,mercadona-es,verdura,Pepino,0.36,1.49,kg,2020-07-21 16:06:00
248905,mercadona-es,verdura,Pepino holandés,0.85,1.99,kg,2020-07-21 16:06:00
248906,mercadona-es,verdura,Zanahorias,0.58,1.15,kg,2020-07-21 16:06:00
248907,mercadona-es,verdura,Pepinos,1.59,1.27,kg,2020-07-21 16:06:00
248908,mercadona-es,verdura,Palitos de zanahoria,1.49,8.28,kg,2020-07-21 16:06:00
248909,mercadona-es,verdura,Zanahoria rallada base para ensalada,0.75,5,kg,2020-07-21 16:06:00
248910,mercadona-es,verdura,Pimiento rojo,0.61,2.1,kg,2020-07-21 16:06:00
248911,mercadona-es,verdura,Calabacín verde,0.57,1.39,kg,2020-07-21 16:06:00
248912,mercadona-es,verdura,Pimiento verde freír,0.2,1.79,kg,2020-07-21 16:06:00
248913,mercadona-es,verdura,Calabacín blanco,0.63,1.79,kg,2020-07-21 16:06:00
248914,mercadona-es,verdura,Pimiento verde,0.55,2.29,kg,2020-07-21 16:06:00
248915,mercadona-es,verdura,"Pimientos tricolor rojo, amarillo y verde",1.79,2.98,kg,2020-07-21 16:06:00
248916,mercadona-es,verdura,Pimientos semipicantes,1.15,4.6,kg,2020-07-21 16:06:00
248917,mercadona-es,verdura,Coliflor,2.25,1.99,kg,2020-07-21 16:06:00
248918,mercadona-es,verdura,Repollo liso,1.39,1,kg,2020-07-21 16:06:00
248919,mercadona-es,verdura,Medio repollo liso,1.01,1.3,kg,2020-07-21 16:06:00
248920,mercadona-es,verdura,Repollo rizado,1.36,1.15,kg,2020-07-21 16:06:00
248921,mercadona-es,verdura,Medio repollo rizado,0.84,1.45,kg,2020-07-21 16:06:00
248922,mercadona-es,verdura,Col lombarda,1.48,1.2,kg,2020-07-21 16:06:00
248923,mercadona-es,verdura,Media col lombarda,0.84,1.45,kg,2020-07-21 16:06:00
248924,mercadona-es,verdura,Champiñón pequeño,1.17,3.89,kg,2020-07-21 16:06:00
248925,mercadona-es,verdura,Champiñón laminado limpio,1.6,5,kg,2020-07-21 16:06:00
248926,mercadona-es,verdura,Seta,1.78,7.1,kg,2020-07-21 16:06:00
248927,mercadona-es,verdura,Champiñón grande,1.84,4.29,kg,2020-07-21 16:06:00
248928,mercadona-es,verdura,Seta laminada,1.23,4.9,kg,2020-07-21 16:06:00
248929,mercadona-es,verdura,Champiñón Portobello,1.74,5.8,kg,2020-07-21 16:06:00
248930,mercadona-es,verdura,Setas al plato con perejil,2.88,14.4,kg,2020-07-21 16:06:00
248931,mercadona-es,verdura,Salteado de setas laminadas,1.72,6.89,kg,2020-07-21 16:06:00
248932,mercadona-es,verdura,Seta shiitake,2.45,12.25,kg,2020-07-21 16:06:00
248933,mercadona-es,verdura,Perejil troceado,0.7,1.75,100 g,2020-07-21 16:06:00
248934,mercadona-es,verdura,Jengibre,0.96,4.8,kg,2020-07-21 16:06:00
248935,mercadona-es,verdura,Cilantro,1.15,5.75,100 g,2020-07-21 16:06:00
248936,mercadona-es,verdura,Hierbabuena,1.15,16.43,kg,2020-07-21 16:06:00
248937,mercadona-es,verdura,Cebollino,1.15,5.75,100 g,2020-07-21 16:06:00
248938,mercadona-es,verdura,Romero,1.15,5.75,100 g,2020-07-21 16:06:00
248939,mercadona-es,verdura,Espinacas cortadas,1,3.33,kg,2020-07-21 16:06:00
248940,mercadona-es,verdura,Brócoli,1.16,2.89,kg,2020-07-21 16:06:00
248941,mercadona-es,verdura,Berenjena,0.66,1.79,kg,2020-07-21 16:06:00
248942,mercadona-es,verdura,Berenjena rayada,0.7,1.99,kg,2020-07-21 16:06:00
248943,mercadona-es,verdura,Judía verde plana,2.49,3.32,kg,2020-07-21 16:06:00
248944,mercadona-es,verdura,Judía verde plana,345.51,3.49,kg,2020-07-21 16:06:00
248945,mercadona-es,verdura,Puerros,2.06,2.29,kg,2020-07-21 16:06:00
248946,mercadona-es,verdura,Alcachofa,0.6,3.5,kg,2020-07-21 16:06:00
248947,mercadona-es,verdura,Judía verde redonda,1.8,3.6,kg,2020-07-21 16:06:00
248948,mercadona-es,verdura,Calabaza cacahuete cortada a trozos,1.71,3.1,kg,2020-07-21 16:06:00
248949,mercadona-es,verdura,Apio verde,1.42,2.15,kg,2020-07-21 16:06:00
248950,mercadona-es,verdura,Verdura para cocido,1.13,1.26,kg,2020-07-21 16:06:00
248951,mercadona-es,verdura,Espárrago verde fino,2.15,8.6,kg,2020-07-21 16:06:00
248952,mercadona-es,verdura,Rabanitos,1.1,4.4,kg,2020-07-21 16:06:00
248953,mercadona-es,verdura,Remolacha cocida y pelada,0.75,1.67,kg,2020-07-21 16:06:00
248954,mercadona-es,verdura,Acelgas,1.8,2.25,kg,2020-07-21 16:06:00
248955,mercadona-es,verdura,Nabicol,0.85,3.4,kg,2020-07-21 16:06:00
248956,mercadona-es,verdura,Maíz dulce en mazorca cocido,1.1,2.75,kg,2020-07-21 16:06:00
248957,mercadona-es,verdura,Calabaza cacahuete,1.59,1.25,kg,2020-07-21 16:06:00
248958,mercadona-es,verdura,Media calabaza cacahuete,1.01,1.55,kg,2020-07-21 16:06:00
248959,mercadona-es,verdura,Chirivía,0.68,3.4,kg,2020-07-21 16:06:00
248960,mercadona-es,verdura,Bimi,1.99,9.95,kg,2020-07-21 16:06:00
248961,mercadona-es,verdura,Nabo,0.78,3.4,kg,2020-07-21 16:06:00
248962,mercadona-es,verdura,Espárrago verde grueso,2.99,9.97,kg,2020-07-21 16:06:00
248963,mercadona-es,verdura,Maíz dulce,1.99,1,ud,2020-07-21 16:06:00
248964,mercadona-es,verdura,Floretas de brócoli para micro,1.2,5.22,kg,2020-07-21 16:06:00
248965,mercadona-es,verdura,Mix de verduras paisana,1.35,4.5,kg,2020-07-21 16:06:00
248966,mercadona-es,verdura,Sopa juliana para micro,1.15,2.88,kg,2020-07-21 16:06:00
248967,mercadona-es,verdura,Patata para micro,1.1,2.75,kg,2020-07-21 16:06:00
248968,mercadona-es,verdura,Batata para micro,1.8,4.5,kg,2020-07-21 16:06:00
248969,mercadona-es,verdura,Mix de verduras jardinera,1.45,3.63,kg,2020-07-21 16:06:00
248970,mercadona-es,pescado_fresco,Calamar pequeño sin limpiar descongelado,0.24,5.95,kg,2020-07-21 16:06:00
248971,mercadona-es,pescado_fresco,Calamar pequeño limpio descongelado sin barquilla y sin tripa,0.24,5.95,kg,2020-07-21 16:06:00
248972,mercadona-es,pescado_fresco,Calamar mediano sin limpiar descongelado,1.09,9.95,kg,2020-07-21 16:06:00
248973,mercadona-es,pescado_fresco,Calamar mediano limpio descongelado sin barquilla y sin tripa,1.09,9.95,kg,2020-07-21 16:06:00
248974,mercadona-es,pescado_fresco,Calamar grande sin limpiar descongelado,4,12.5,kg,2020-07-21 16:06:00
248975,mercadona-es,pescado_fresco,Calamar grande limpio descongelado sin barquilla y sin tripa,4,12.5,kg,2020-07-21 16:06:00
248976,mercadona-es,pescado_fresco,Sepia descongelada,7.77,10.95,kg,2020-07-21 16:06:00
248977,mercadona-es,pescado_fresco,Tiras de potón descongeladas,589.05,5.95,kg,2020-07-21 16:06:00
248978,mercadona-es,pescado_fresco,Boquerón sin limpiar,0.99,4.95,kg,2020-07-21 16:06:00
248979,mercadona-es,pescado_fresco,Boquerón limpio,0.99,4.95,kg,2020-07-21 16:06:00
248980,mercadona-es,pescado_fresco,Sardina sin limpiar,1.39,6.95,kg,2020-07-21 16:06:00
248981,mercadona-es,pescado_fresco,Sardina limpia,1.74,6.95,kg,2020-07-21 16:06:00
248982,mercadona-es,pescado_fresco,Morralla,688.05,6.95,kg,2020-07-21 16:06:00
248983,mercadona-es,pescado_fresco,Lenguado sin cabeza y sin piel,2.37,16.95,kg,2020-07-21 16:06:00
248984,mercadona-es,pescado_fresco,Lenguado sin limpiar,2.37,16.95,kg,2020-07-21 16:06:00
248985,mercadona-es,pescado_fresco,Corvina limpia con cabeza,10.41,7.95,kg,2020-07-21 16:06:00
248986,mercadona-es,pescado_fresco,Corvina abierta a la espalda con espinas y con cabeza,10.41,7.95,kg,2020-07-21 16:06:00
248987,mercadona-es,pescado_fresco,Corvina a filetes sin cabeza y sin espina,10.41,7.95,kg,2020-07-21 16:06:00
248988,mercadona-es,pescado_fresco,Dorada limpia con cabeza,3.27,6.95,kg,2020-07-21 16:06:00
248989,mercadona-es,pescado_fresco,Dorada abierta a la espalda con espinas y con cabeza,3.27,6.95,kg,2020-07-21 16:06:00
248990,mercadona-es,pescado_fresco,Dorada a filetes sin cabeza y sin espina,3.27,6.95,kg,2020-07-21 16:06:00
248991,mercadona-es,pescado_fresco,Dorada abierta en libro sin cabeza y sin espina,3.27,6.95,kg,2020-07-21 16:06:00
248992,mercadona-es,pescado_fresco,Dorada sin limpiar,3.27,6.95,kg,2020-07-21 16:06:00
248993,mercadona-es,pescado_fresco,Lubina limpia con cabeza,2.92,6.95,kg,2020-07-21 16:06:00
248994,mercadona-es,pescado_fresco,Lubina abierta a la espalda con espinas y con cabeza,2.92,6.95,kg,2020-07-21 16:06:00
248995,mercadona-es,pescado_fresco,Lubina a filetes sin cabeza y sin espina,2.92,6.95,kg,2020-07-21 16:06:00
248996,mercadona-es,pescado_fresco,Lubina abierta en libro sin cabeza y sin espina,2.92,6.95,kg,2020-07-21 16:06:00
248997,mercadona-es,pescado_fresco,Lubina sin limpiar,2.92,6.95,kg,2020-07-21 16:06:00
248998,mercadona-es,pescado_fresco,Trucha abierta en libro con cabeza,3.05,6.5,kg,2020-07-21 16:06:00
248999,mercadona-es,pescado_fresco,Trucha abierta en libro sin cabeza y sin espina,3.05,6.5,kg,2020-07-21 16:06:00
249000,mercadona-es,pescado_fresco,Trucha sin aletas,3.05,6.5,kg,2020-07-21 16:06:00
249001,mercadona-es,pescado_fresco,Bacalao a rodajas,13.58,7.5,kg,2020-07-21 16:06:00
249002,mercadona-es,pescado_fresco,Bacalao media pieza a rodajas,7.58,7.5,kg,2020-07-21 16:06:00
249003,mercadona-es,pescado_fresco,Bacalao abierto en libro sin cabeza y sin espina,13.58,7.5,kg,2020-07-21 16:06:00
249004,mercadona-es,pescado_fresco,Bacalao media pieza abierto en libro sin cabeza y sin espina,7.58,7.5,kg,2020-07-21 16:06:00
249005,mercadona-es,pescado_fresco,Salmón a rodajas,25.33,8.95,kg,2020-07-21 16:06:00
249006,mercadona-es,pescado_fresco,Salmón media pieza a rodajas,13.43,8.95,kg,2020-07-21 16:06:00
249007,mercadona-es,pescado_fresco,Salmón abierto en libro sin cabeza y sin espina,25.33,8.95,kg,2020-07-21 16:06:00
249008,mercadona-es,pescado_fresco,Salmón media pieza abierto en libro sin cabeza y sin espina,13.43,8.95,kg,2020-07-21 16:06:00
249009,mercadona-es,pescado_fresco,Salmón sin aletas y sin escamas,25.33,8.95,kg,2020-07-21 16:06:00
249010,mercadona-es,pescado_fresco,Salmón media pieza sin aletas y sin escamas,13.43,8.95,kg,2020-07-21 16:06:00
249011,mercadona-es,pescado_fresco,Rape a rodajas,15.42,9.95,kg,2020-07-21 16:06:00
249012,mercadona-es,pescado_fresco,Rape abierto en libro sin espina,15.42,9.95,kg,2020-07-21 16:06:00
249013,mercadona-es,pescado_fresco,Rape sin piel y sin cabeza,15.42,9.95,kg,2020-07-21 16:06:00
249014,mercadona-es,pescado_fresco,Rape sin aletas y sin dientes,15.42,9.95,kg,2020-07-21 16:06:00
249015,mercadona-es,pescado_fresco,"Rodaballo con piel, sin aletas y sin agallas",10.55,9.95,kg,2020-07-21 16:06:00
249016,mercadona-es,pescado_fresco,Rodaballo a filetes,10.55,9.95,kg,2020-07-21 16:06:00
249017,mercadona-es,pescado_fresco,Rodaballo a filetes y sin piel,10.55,9.95,kg,2020-07-21 16:06:00
249018,mercadona-es,marisco,Gambón grande congelado,886.05,8.95,kg,2020-07-21 16:06:00
249019,mercadona-es,marisco,Gambón congelado,17.9,8.95,kg,2020-07-21 16:06:00
249020,mercadona-es,marisco,Langostino cocido,985.05,9.95,kg,2020-07-21 16:06:00
249021,mercadona-es,marisco,Langostino cocido Pescanova ultracongelado,9.75,9.75,kg,2020-07-21 16:06:00
249022,mercadona-es,marisco,Preparado de paella y sopa Hacendado ultracongelado,4.14,6.04,kg,2020-07-21 16:06:00
249023,mercadona-es,marisco,Alistado pequeño congelado,1282.05,12.95,kg,2020-07-21 16:06:00
249024,mercadona-es,marisco,Alistado pequeño Hacendado congelado,12.95,12.95,kg,2020-07-21 16:06:00
249025,mercadona-es,marisco,Preparado paella de marisco Hacendado ultracongelado,3.9,7.65,kg,2020-07-21 16:06:00
249026,mercadona-es,marisco,Alistado mediano congelado,2470.05,24.95,kg,2020-07-21 16:06:00
249027,mercadona-es,marisco,Alistado mediano Hacendado congelado,24.95,24.95,kg,2020-07-21 16:06:00
249028,mercadona-es,marisco,Langostino crudo ultracongelado,940.5,9.5,kg,2020-07-21 16:06:00
249029,mercadona-es,marisco,Langostino crudo Pescanova ultracongelado,9.25,9.25,kg,2020-07-21 16:06:00
249030,mercadona-es,marisco,Colas de gambón peladas Hacendado ultracongeladas,5.5,22,kg,2020-07-21 16:06:00
249031,mercadona-es,marisco,Gamba arrocera congelada,1183.05,11.95,kg,2020-07-21 16:06:00
249032,mercadona-es,marisco,Gamba arrocera Hacendado congelada,11.95,11.95,kg,2020-07-21 16:06:00
249033,mercadona-es,marisco,Gamba pelada cruda tamaño mediano Hacendado ultracongelada,4.5,12.5,kg,2020-07-21 16:06:00
249034,mercadona-es,marisco,Camarón boreal cocido y pelado Royal Greenland ultracongelado,3.95,19.75,kg,2020-07-21 16:06:00
249035,mercadona-es,marisco,Gamba blanca cocida Hacendado ultracongelada,5.3,15.14,kg,2020-07-21 16:06:00
249036,mercadona-es,marisco,Langostino cocido y pelado Pescanova ultracongelado,3.65,18.25,kg,2020-07-21 16:06:00
249037,mercadona-es,marisco,Arreglo para paella de marisco,8,10,kg,2020-07-21 16:06:00
249038,mercadona-es,marisco,Langostino cocido,5.75,9.58,kg,2020-07-21 16:06:00
249039,mercadona-es,marisco,Langostino en su nido Vdfoodltd congelado,4.5,15,kg,2020-07-21 16:06:00
249040,mercadona-es,marisco,Langostino crudo y pelado Pescanova ultracongelado,3.25,16.25,kg,2020-07-21 16:06:00
249041,mercadona-es,marisco,Gamba pelada cruda tamaño grande Hacendado ultracongelada,5.95,16.53,kg,2020-07-21 16:06:00
249042,mercadona-es,marisco,Bocas chicas de cangrejos congeladas,1480.05,14.95,kg,2020-07-21 16:06:00
249043,mercadona-es,marisco,Cuerpos chicos de cangrejo Dimarosa congelados,1381.05,13.95,kg,2020-07-21 16:06:00
249044,mercadona-es,marisco,Nécora cocida Errigal Bay congelada,5.95,11.9,kg,2020-07-21 16:06:00
249045,mercadona-es,marisco,Cigala mediana Hacendado ultracongelada,7.95,15.9,kg,2020-07-21 16:06:00
249046,mercadona-es,marisco,Cigala grande Hacendado ultracongelada,11.95,23.9,kg,2020-07-21 16:06:00
249047,mercadona-es,marisco,Buey de mar cocido Hacendado congelado,7.25,12.08,kg,2020-07-21 16:06:00
249048,mercadona-es,marisco,Mejillón,1.95,1.95,kg,2020-07-21 16:06:00
249049,mercadona-es,marisco,Carne de mejillón de Chile cocido Hacendado ultracongelado,2.2,8,kg,2020-07-21 16:06:00
249050,mercadona-es,marisco,Mejillón de Chile cocido media concha Hacendado ultracongelado,2.85,7.92,kg,2020-07-21 16:06:00
249051,mercadona-es,marisco,Mejillón de Chile entero cocido Hacendado ultracongelado,2.6,5.78,kg,2020-07-21 16:06:00
249052,mercadona-es,marisco,Mejillón vivo y limpio,2.8,3.73,kg,2020-07-21 16:06:00
249053,mercadona-es,marisco,Almeja japonesa,7.2,14.4,kg,2020-07-21 16:06:00
249054,mercadona-es,marisco,Almeja del Pacífico Hacendado congelada,2.95,2.95,kg,2020-07-21 16:06:00
249055,mercadona-es,marisco,Almeja del pacífico Hacendado congelada,1.8,4,kg,2020-07-21 16:06:00
249056,mercadona-es,marisco,Almeja entera Mascato,2.35,3.92,kg,2020-07-21 16:06:00
249057,mercadona-es,marisco,Berberechos,5.7,11.4,kg,2020-07-21 16:06:00
249058,mercadona-es,marisco,Navaja cruda Hacendado congelada,3.5,7.78,kg,2020-07-21 16:06:00
